Draw;g;r;pb;z
2811;1.5;3.1;3.2;-1.7
2812;3.3;2.6;4.0;-15.0
2813;-0.2;3.0;0.0;8.5
2814;0.9;3.1;-0.1;9.2
2815;-0.9;2.1;-0.1;-11.3
2816;2.1;2.4;1.2;-2.9
2817;1.1;2.4;0.6;-4.3
2818;-2.0;1.9;-0.2;-14.7
2819;0.7;1.9;2.0;-12.8
2820;0.9;2.5;2.2;-2.6
2821;5.7;3.6;3.2;11.7
2822;2.6;2.4;2.4;-14.3
2823;-1.0;2.5;0.0;14.5
2824;-5.4;1.6;-0.1;-3.7
2825;1.0;3.0;1.3;18.1
2826;-3.0;2.5;-0.6;-2.8
2827;0.4;2.6;-0.5;7.4
2828;-0.3;2.4;1.0;-0.7
2829;-5.1;1.5;1.4;-13.5
2830;-1.4;2.8;0.6;-5.8
2831;-1.7;3.0;-0.7;17.2
2832;1.2;2.4;2.2;-11.0
2833;-6.3;1.4;3.2;-17.9
2834;0.8;2.9;1.4;17.9
2835;-1.6;2.3;4.5;-14.3
2836;1.5;2.5;2.5;-5.7
2837;0.4;2.0;2.4;-28.8
2838;3.2;3.0;0.0;10.2
2839;1.6;2.6;-1.3;-5.9
2840;-2.2;1.7;2.0;-19.3
2841;-0.3;3.1;-1.2;1.3
2842;4.1;2.8;1.4;-5.8
2843;2.5;2.9;1.8;3.5
2844;2.0;2.5;2.0;-9.4
2845;1.1;2.2;0.5;-16.6
2846;2.1;2.3;0.3;-1.0
2847;1.7;2.6;2.4;-0.9
2848;-1.3;3.1;0.2;10.0
2849;-1.7;2.8;-0.2;-4.5
2850;1.1;1.8;2.8;-18.6
2851;-1.3;2.9;-0.2;5.9
2852;1.5;2.9;3.9;3.0
2853;-0.3;2.1;0.3;-8.3
2854;4.0;2.3;3.6;-13.9
2855;-0.4;3.1;-0.2;4.4
2856;-0.7;2.4;1.7;-4.0
2857;-0.1;3.0;-2.0;10.3
2858;-1.3;2.2;-0.3;-6.3
2859;3.8;2.8;3.2;-5.9
2860;-1.0;2.7;0.0;-6.2
2861;-0.4;2.3;3.2;-13.7
2862;0.8;3.0;-0.2;5.6
2863;2.9;2.4;2.5;-12.4
2864;1.1;3.0;0.8;8.4
2865;-2.2;2.4;2.1;-14.4
2866;1.4;2.2;0.3;-1.9
2867;1.3;1.9;2.6;-6.1
2868;0.6;3.3;1.6;6.5
2869;6.7;3.2;1.6;5.6
2870;2.1;3.5;0.8;13.9
2871;1.3;2.5;1.8;-16.1
2872;5.1;2.6;3.3;-1.2
2873;-3.3;2.0;1.1;-4.3
2874;1.9;2.4;3.0;-6.8
2875;3.7;2.3;1.7;-21.0
2876;-0.2;1.8;-1.0;-19.3
2877;2.6;2.3;0.6;-7.1
2878;0.6;2.2;2.0;-24.0
2879;-0.1;2.8;0.9;8.8
2880;0.8;3.0;-1.4;6.4
2881;-1.4;1.9;1.0;-12.2
2882;3.5;2.6;1.3;5.6
2883;-0.7;2.7;0.7;7.5
2884;5.5;3.2;0.0;3.3
2885;0.3;2.7;1.1;-0.4
2886;0.2;2.1;2.2;-4.5
2887;1.2;1.9;1.3;-14.4
2888;-6.4;2.2;-0.6;3.9
2889;0.0;2.9;2.3;12.6
2890;-0.8;1.2;1.3;-9.6
2891;-2.7;2.4;0.3;-9.8
2892;-3.6;1.9;-0.9;-2.9
2893;1.0;3.0;2.5;-6.4
2894;-2.0;2.1;0.9;-1.9
2895;-2.1;2.5;0.8;-6.5
2896;1.7;2.3;1.0;-10.1
2897;-1.5;2.5;1.5;2.9
2898;-1.4;2.4;2.0;-6.9
2899;1.2;2.7;2.0;1.1
2900;-3.5;1.9;-1.0;0.5
2901;0.2;2.4;2.4;-18.9
2902;2.4;2.3;2.9;-15.7
2903;0.7;2.4;2.5;-4.9
2904;1.7;2.5;-0.4;5.7
2905;1.8;2.1;2.7;-26.5
2906;0.9;2.5;1.2;-11.3
2907;-0.4;2.6;2.3;-5.1
2908;-1.5;2.7;1.3;-7.8
2909;-2.5;2.4;0.8;-7.7
2910;-0.8;2.3;2.0;1.1
2911;-1.3;2.1;-0.1;-14.3
2912;-3.5;2.0;0.6;7.8
2913;2.1;3.0;0.8;-1.5
2914;0.8;3.1;1.8;-4.3
2915;3.1;2.8;3.3;-7.1
2916;-2.2;2.7;-1.3;3.9
2917;-2.7;2.4;1.6;-4.3
2918;3.4;2.6;3.9;-5.0
2919;2.0;2.5;3.4;-11.5
2920;0.2;1.9;2.3;-18.5
2921;-1.2;2.4;0.9;-0.7
2922;-2.6;3.5;0.2;9.5
2923;1.2;2.0;2.2;-18.3
2924;-3.2;3.0;0.2;7.8
2925;0.4;2.6;2.4;-1.8
2926;4.1;2.5;2.6;-3.3
2927;-1.0;1.9;1.3;-21.2
2928;-0.8;2.2;1.8;4.5
2929;2.4;2.9;1.5;0.9
2930;0.8;3.3;1.0;4.0
2931;-1.1;2.6;-0.6;3.2
2932;-1.0;2.2;1.5;-8.1
2933;-0.6;2.5;0.9;-4.6
2934;3.5;2.8;1.3;5.6
2935;-3.2;3.0;0.2;5.3
2936;-1.1;2.5;0.2;-12.8
2937;-3.0;2.2;0.7;10.8
2938;-5.5;1.7;-1.0;-15.9
2939;1.5;3.6;0.9;2.2
2940;1.2;3.0;2.5;-0.7
2941;-0.8;2.7;1.5;12.7
2942;-0.3;2.6;-0.3;0.7
2943;0.9;3.3;-0.5;10.4
2944;-3.6;2.0;1.0;-13.7
2945;-3.6;2.2;1.2;-7.9
2946;2.4;3.4;0.4;2.0
2947;3.5;2.6;3.9;-10.4
2948;1.4;2.9;0.4;-2.2
2949;3.2;2.8;0.5;0.4
2950;0.4;2.2;2.4;-7.1
2951;1.9;2.7;2.9;-11.8
2952;-2.2;2.5;0.5;-8.4
2953;-6.5;2.6;-1.4;1.5
2954;-1.8;1.4;0.4;-13.8
2955;3.5;3.4;0.5;6.0
2956;-4.9;1.8;0.5;-2.1
2957;-1.5;2.3;0.4;4.7
2958;-1.7;2.1;0.3;-3.6
2959;3.0;3.1;0.3;-6.0
2960;0.5;2.3;3.3;-6.1
2961;-0.5;2.2;2.4;-2.9
2962;0.0;2.9;1.7;9.4
2963;2.0;2.9;-0.3;5.3
2964;-0.9;2.8;-0.8;1.8
2965;1.4;3.3;1.4;12.4
2966;3.2;2.5;6.4;-5.0
2967;-3.2;2.9;-1.2;5.4
2968;0.8;2.5;2.9;-4.1
2969;-1.7;2.4;2.3;-7.4
2970;1.8;2.2;0.6;-3.1
2971;0.0;3.0;1.3;-1.8
2972;1.7;2.7;0.9;-0.5
2973;0.3;3.0;0.4;9.4
2974;3.2;3.1;1.6;-6.6
2975;-0.7;3.5;0.6;11.2
2976;-3.1;2.5;1.6;0.2
2977;1.7;2.6;3.8;-12.8
2978;2.2;3.2;1.5;0.4
2979;1.6;3.6;0.7;18.7
2980;-2.1;1.9;1.7;-5.0
2981;-1.5;2.7;0.3;-4.4
2982;1.0;2.3;1.8;-11.6
2983;0.5;1.7;2.9;-11.9
2984;2.6;3.2;1.0;16.1
2985;-2.9;2.1;2.5;-14.7
2986;3.3;3.4;0.1;6.6
2987;-1.8;3.0;0.2;8.4
2988;1.4;2.3;1.0;-11.0
2989;-1.7;1.8;1.0;-21.5
2990;-0.5;2.5;1.6;-5.4
2991;2.8;2.2;2.0;-18.5
2992;-0.3;2.6;0.4;-0.2
2993;-0.6;2.1;1.4;-4.4
2994;-0.5;2.1;2.0;-9.9
2995;-1.0;2.7;2.5;-1.9
2996;-2.1;2.4;2.1;-7.4
2997;-0.8;2.7;2.2;-6.4
2998;-5.7;1.5;1.6;-17.2
2999;-1.2;1.8;2.7;-13.0
3000;0.9;2.7;2.4;7.0
3001;3.9;2.7;-0.2;-3.9
3002;-0.9;2.6;3.0;-1.5
3003;0.1;2.0;2.2;-14.8
3004;1.0;2.1;0.1;-8.8
3005;4.3;2.2;3.1;-15.3
3006;1.4;3.0;-0.1;6.6
3007;0.0;2.4;2.2;-6.2
3008;2.5;2.3;2.4;-3.4
3009;0.6;2.0;2.8;-11.5
3010;4.1;2.9;0.8;0.1
3011;-0.8;2.5;0.4;-3.5
3012;-1.2;2.3;3.0;-0.6
3013;1.7;3.0;4.3;-3.8
3014;-2.1;1.8;0.3;2.3
3015;4.6;2.8;4.1;-13.9
3016;0.1;2.0;1.1;-7.8
3017;0.7;2.0;2.9;-23.1
3018;1.3;1.9;1.0;-23.9
3019;-2.0;2.3;0.5;-7.2
3020;2.9;4.0;0.5;18.1
3021;-1.4;2.0;-0.2;-12.2
3022;0.7;2.5;3.5;-2.4
3023;-1.6;2.6;0.1;7.2
3024;-0.6;2.4;1.9;-9.8
3025;-4.8;2.0;3.1;1.0
3026;0.2;3.3;1.1;11.9
3027;2.1;3.0;2.9;2.3
3028;1.5;2.5;2.4;-7.9
3029;-2.1;2.6;-0.5;-2.5
3030;1.1;2.7;1.6;4.1
3031;2.8;3.0;2.0;11.3
3032;-1.6;2.4;-0.1;-15.2
3033;1.0;3.5;-0.9;16.6
3034;-2.4;3.2;0.5;16.5
3035;-0.8;1.9;0.8;-21.3
3036;0.9;3.0;0.3;3.3
3037;-1.0;2.4;-1.6;4.8
3038;-1.3;2.8;1.3;-4.3
3039;3.6;2.4;1.1;-4.1
3040;-4.5;1.9;0.3;-7.9
3041;2.1;2.8;3.4;-5.7
3042;0.0;3.0;0.0;-5.8
3043;0.8;2.4;1.1;0.5
3044;-0.6;3.1;0.3;1.2
3045;0.7;2.8;1.3;-8.0
3046;4.5;3.3;1.8;1.6
3047;-0.9;3.2;2.1;16.4
3048;3.4;3.0;1.4;1.0
3049;-1.8;2.7;0.1;-0.5
3050;0.1;2.6;0.6;-2.0
3051;-0.3;2.4;1.1;-4.5
3052;-3.2;2.8;3.0;0.7
3053;-1.9;2.3;-0.9;3.5
3054;-2.2;1.7;3.4;-12.6
3055;3.0;2.6;3.3;-9.6
3056;3.4;2.0;1.3;-15.5
3057;-2.2;2.2;1.6;-2.4
3058;3.1;2.7;4.9;-3.3
3059;0.3;2.7;3.0;-0.5
3060;-4.5;2.6;2.0;-6.6
3061;-3.7;1.9;-0.6;-10.8
3062;-2.4;1.8;1.0;-10.4
3063;2.9;2.3;3.0;-13.1
3064;1.0;2.9;0.1;15.7
3065;2.7;1.8;2.5;-5.0
3066;0.2;3.6;1.8;16.1
3067;-2.3;2.7;1.1;-1.1
3068;-2.5;2.7;-0.5;5.5
3069;0.0;2.0;-0.1;-21.4
3070;3.1;2.9;2.1;9.0
3071;-0.9;3.1;1.3;7.5
3072;-4.2;2.1;0.4;-4.9
3073;0.1;3.3;0.6;10.8
3074;5.2;3.7;1.1;14.1
3075;2.9;3.2;1.6;-2.8
3076;-0.2;2.7;0.2;9.6
3077;-0.1;2.4;0.2;-0.9
3078;-4.1;2.6;0.9;3.8
3079;-0.6;3.3;0.0;14.1
3080;2.6;3.2;2.4;4.9
3081;2.1;1.8;2.0;-16.7
3082;1.1;2.9;1.1;3.6
3083;0.8;2.6;3.5;-9.4
3084;3.4;2.8;1.3;-8.0
3085;0.1;1.9;2.7;-18.2
3086;2.0;2.0;2.2;-20.6
3087;-1.7;2.7;1.7;2.7
3088;0.6;3.0;2.4;8.2
3089;-0.7;2.4;-0.2;1.8
3090;1.0;2.0;1.5;-14.9
3091;-5.1;1.9;0.0;-6.6
3092;-1.8;2.6;0.7;-3.2
3093;3.9;2.7;2.4;-19.8
3094;2.1;2.7;2.7;1.4
3095;-2.8;2.8;1.4;10.4
3096;2.0;2.6;2.3;-3.6
3097;2.3;3.1;2.1;2.1
3098;0.6;2.4;1.7;-4.5
3099;2.1;2.9;1.9;-2.2
3100;1.6;2.5;3.0;-7.8
3101;5.1;3.2;1.8;-0.9
3102;-2.4;2.5;0.9;0.5
3103;2.5;3.3;2.1;9.4
3104;-0.7;2.2;1.6;2.8
3105;-0.3;2.4;1.7;4.3
3106;2.4;2.7;2.8;-1.8
3107;4.9;2.6;0.8;-20.1
3108;-3.0;3.2;1.6;2.0
3109;-2.2;2.0;0.2;-3.8
3110;2.1;2.8;3.5;-0.6
3111;1.1;3.9;-0.8;14.4
3112;2.1;1.8;1.1;-12.2
3113;-2.8;2.9;0.5;3.6
3114;-0.7;2.1;1.6;-9.9
3115;-2.4;2.9;-0.4;10.2
3116;2.1;2.4;2.5;-11.4
3117;-3.8;2.0;2.0;-15.2
3118;-1.9;2.6;1.2;-10.1
3119;-1.4;2.4;2.3;-8.8
3120;3.5;3.5;1.0;8.5
3121;-0.4;2.7;3.1;-1.4
3122;1.7;2.8;1.7;4.5
3123;0.1;3.3;0.7;1.7
3124;-0.3;2.7;0.9;11.3
3125;2.6;2.6;2.0;1.4
3126;-0.2;2.5;0.8;3.6
3127;-0.1;1.8;0.8;-8.0
3128;1.4;3.6;-0.1;16.8
3129;-2.6;2.7;0.5;3.7
3130;-1.9;2.4;0.7;-15.8
3131;1.4;2.7;1.3;2.1
3132;3.7;3.0;1.9;-4.1
3133;-2.5;2.0;1.4;-21.7
3134;-1.0;1.5;1.9;-16.1
3135;2.5;2.8;1.4;0.0
3136;-0.6;2.6;-1.2;12.6
3137;0.2;2.8;0.3;2.9
3138;-0.6;2.3;-0.5;8.6
3139;-0.6;2.9;-1.9;9.8
3140;-3.0;2.2;1.8;-15.3
3141;3.8;3.0;1.0;-12.5
3142;0.3;2.6;0.7;-5.8
3143;1.8;2.2;0.5;-11.7
3144;1.0;2.6;0.1;-7.6
3145;-5.0;2.6;1.5;10.8
3146;-3.8;2.6;0.6;11.1
3147;-1.6;2.9;0.7;19.8
3148;-2.9;2.7;0.1;3.3
3149;1.8;2.3;1.9;-0.8
3150;-0.7;2.6;1.7;0.1
3151;-4.0;2.7;0.5;7.7
3152;-0.8;2.5;1.3;-10.7
3153;-0.6;2.7;0.1;8.3
3154;3.3;3.2;2.1;6.2
3155;0.6;2.5;1.8;-7.9
3156;-1.3;2.1;1.5;0.3
3157;-2.6;2.2;1.7;-8.3
3158;-1.9;2.4;1.0;-13.2
3159;-1.4;2.0;-0.4;-12.0
3160;4.4;2.9;1.7;12.9
3161;0.3;2.4;0.7;-1.9
3162;0.8;2.7;1.4;5.7
3163;1.0;2.6;0.0;-15.1
3164;-3.6;2.8;0.6;6.4
3165;-2.9;2.4;1.0;-2.5
3166;-1.1;2.2;3.0;-8.2
3167;1.0;3.0;2.6;-2.7
3168;-0.6;2.3;0.8;-9.3
3169;-3.4;2.0;0.9;-9.9
3170;1.5;2.2;2.2;-14.0
3171;-1.6;2.3;-1.9;2.6
3172;-5.2;2.0;0.3;-2.6
3173;0.3;1.9;2.1;-19.1
3174;0.1;2.8;1.0;2.9
3175;-5.5;2.1;-0.5;-4.5
3176;2.9;3.5;2.2;11.0
3177;2.0;3.3;0.6;16.8
3178;3.0;3.1;0.5;9.2
3179;1.4;2.9;-0.1;4.8
3180;-2.4;2.3;0.7;-5.1
3181;1.8;2.6;0.1;-5.5
3182;-1.4;2.0;2.1;-5.7
3183;-1.9;2.9;4.3;4.4
3184;-0.8;2.7;1.3;-7.9
3185;1.4;2.2;-0.3;-2.2
3186;1.3;2.4;1.6;-12.0
3187;-6.1;2.2;-1.4;3.7
3188;0.5;2.3;1.1;-9.9
3189;1.2;2.4;0.5;-2.0
3190;0.5;2.5;1.1;-5.9
3191;0.7;2.5;2.3;-7.8
3192;2.1;2.7;0.8;0.8
3193;-0.2;2.4;0.4;-11.1
3194;1.4;2.8;0.5;0.3
3195;-0.2;2.6;-1.1;0.7
3196;0.2;2.6;1.5;-0.8
3197;-1.2;2.6;-0.6;7.9
3198;-1.3;2.2;1.4;6.5
3199;-2.2;2.6;1.5;5.0
3200;-1.9;2.9;1.7;8.6
3201;0.0;1.9;2.7;-19.6
3202;-3.1;2.7;1.4;3.8
3203;0.5;1.9;1.2;-16.2
3204;5.5;2.9;2.1;-5.9
3205;0.5;2.2;2.5;-4.6
3206;-1.5;2.5;2.1;-8.2
3207;-0.4;3.1;0.8;7.4
3208;2.1;2.8;1.5;-2.0
3209;-0.3;2.4;2.5;-2.8
3210;3.7;3.0;2.2;-0.2
3211;1.6;2.9;0.3;-3.1
3212;-1.2;1.8;2.0;-15.0
3213;2.6;1.8;2.0;-15.9
3214;-2.9;2.1;1.1;2.5
3215;2.8;3.0;1.4;1.7
3216;-1.9;2.5;2.7;-11.2
3217;0.3;2.1;3.3;-13.6
3218;0.9;2.3;2.5;-7.4
3219;0.4;3.0;0.0;15.0
3220;-1.7;2.2;1.5;-6.0
3221;0.5;2.9;0.1;3.4
3222;0.0;2.2;2.3;-12.2
3223;0.9;3.3;0.8;18.5
3224;2.6;3.5;1.0;8.8
3225;-0.6;1.8;0.3;-13.7
3226;-0.1;2.8;1.4;2.2
3227;2.6;3.1;1.9;9.4
3228;3.3;3.0;0.8;-4.2
3229;-1.4;2.4;2.3;-5.7
3230;-0.2;2.2;3.0;-12.8
3231;0.4;2.6;1.5;2.4
3232;4.8;3.2;2.4;7.3
3233;-0.6;2.1;2.4;-18.2
3234;-4.0;2.5;0.3;0.6
3235;5.8;2.8;2.3;-0.8
3236;1.5;4.0;-0.9;24.1
3237;-0.8;2.5;1.3;2.1
3238;-0.4;2.3;1.4;-6.8
3239;-0.4;1.8;3.2;-9.5
3240;0.5;2.7;1.4;3.9
3241;2.1;3.1;0.1;17.7
3242;-3.4;2.0;2.2;-13.2
3243;1.7;3.5;-0.4;7.2
3244;-2.2;2.2;2.2;-6.6
3245;0.0;2.6;1.4;-1.2
3246;-0.2;2.4;-0.8;-0.1
3247;-3.0;2.2;1.2;-7.7
3248;-1.5;3.1;1.7;-4.5
3249;-1.8;2.6;1.3;-2.3
3250;-1.6;2.1;1.9;-2.1
3251;-2.3;2.8;-0.1;11.7
3252;-0.1;2.7;2.3;-2.4
3253;-1.3;2.3;0.3;-3.9
3254;1.0;2.6;1.5;-1.3
3255;0.4;2.9;2.2;-9.9
3256;0.6;1.7;1.3;-11.9
3257;0.3;2.2;1.4;-14.3
3258;1.7;3.0;1.8;-2.0
3259;-3.2;2.3;0.2;-8.7
3260;-0.6;2.6;-1.2;-7.1
3261;0.9;2.6;2.6;-14.2
3262;-4.5;2.2;-1.9;-5.3
3263;-1.6;2.6;1.2;1.7
3264;-1.1;2.4;1.1;-0.6
3265;-0.4;2.5;1.7;-6.1
3266;2.1;3.1;0.1;-3.3
3267;4.2;2.9;3.3;18.1
3268;-1.5;2.1;1.2;-8.1
3269;0.2;2.7;1.4;-4.7
3270;-1.9;2.1;2.2;-14.8
3271;-1.8;2.7;1.7;2.7
3272;0.5;1.9;0.6;-9.2
3273;1.2;2.2;2.1;-16.6
3274;-0.1;2.2;1.0;-14.5
3275;1.6;2.7;2.5;-10.2
3276;-0.6;3.0;2.5;8.3
3277;3.8;2.6;3.3;-13.1
3278;-0.9;2.7;1.6;-7.0
3279;2.2;2.6;1.1;-9.7
3280;1.0;2.7;1.4;0.5
3281;0.4;2.4;3.8;-7.2
3282;3.5;3.1;1.8;-5.2
3283;-2.6;1.2;2.2;-21.8
3284;4.8;2.5;2.8;-12.3
3285;0.3;2.6;1.6;2.4
3286;0.2;2.8;0.3;5.5
3287;0.6;2.7;1.1;-4.3
3288;6.4;2.7;1.6;8.0
3289;0.2;2.4;-0.6;-11.7
3290;-0.1;1.9;2.5;-24.5
3291;-2.3;2.5;1.5;6.2
3292;-0.2;2.7;-0.3;5.3
3293;0.5;2.6;0.8;4.1
3294;0.7;2.0;1.2;-11.3
3295;1.7;2.3;1.5;-12.5
3296;1.7;2.2;4.0;-8.1
3297;-1.7;2.5;0.7;-1.6
3298;2.0;2.8;0.3;-5.6
3299;1.1;2.5;0.2;-6.9
3300;0.8;2.0;1.9;-14.0
3301;-2.9;2.7;0.3;5.1
3302;-1.5;2.8;1.8;-8.2
3303;1.0;2.0;2.6;-6.8
3304;2.1;2.2;3.1;-18.2
3305;-0.2;2.1;0.7;-12.9
3306;2.1;2.4;1.1;-0.2
3307;-1.6;2.0;1.0;-9.2
3308;2.3;3.1;0.9;4.1
3309;2.7;2.1;1.8;-4.8
3310;1.5;3.4;2.1;3.5
3311;-1.1;2.6;2.1;-4.6
3312;0.5;1.9;3.4;-14.9
3313;3.7;2.5;3.0;-8.4
3314;0.7;3.0;0.9;12.1
3315;1.3;2.5;2.0;-17.7
3316;1.6;2.4;1.9;2.7
3317;2.1;2.8;2.6;-7.7
3318;-1.4;2.2;2.5;-16.3
3319;0.6;2.7;0.1;-6.3
3320;0.1;2.0;2.0;-27.2
3321;1.2;1.7;2.1;-24.2
3322;0.1;2.4;3.5;-4.0
3323;0.3;2.9;-0.3;4.7
3324;0.8;2.8;0.7;-3.2
3325;-2.1;2.2;1.7;-17.1
3326;-0.8;2.2;2.4;-6.9
3327;-1.1;2.4;2.0;-10.7
3328;2.5;2.7;2.0;3.6
3329;-0.5;2.5;0.5;-8.0
3330;2.1;1.9;1.6;-9.7
3331;1.2;3.3;-1.2;17.8
3332;-3.0;2.4;0.4;0.1
3333;-1.6;1.6;1.7;-13.2
3334;2.3;2.3;3.0;-20.5
3335;-4.5;2.3;0.5;-3.6
3336;-3.1;1.9;1.2;-4.9
3337;5.2;3.0;1.9;-1.9
3338;0.6;2.8;0.0;2.1
3339;1.0;2.6;1.6;-2.7
3340;-0.1;2.7;1.0;14.2
3341;-0.4;3.0;1.1;8.9
3342;0.1;1.9;3.1;-12.0
3343;-5.8;3.3;-1.1;14.4
3344;0.0;2.6;1.3;1.3
3345;0.8;3.5;0.2;7.8
3346;-4.9;3.2;1.1;11.9
3347;-1.0;2.2;2.0;-3.5
3348;-0.2;2.8;-0.8;7.4
3349;0.7;2.7;2.0;-14.8
3350;-4.3;2.6;-0.9;-5.5
3351;-0.8;2.2;2.9;-6.4
3352;0.2;2.4;1.1;0.4
3353;-1.2;1.8;0.6;-15.7
3354;-0.1;2.3;1.0;0.4
3355;-1.3;2.1;0.1;-3.3
3356;2.5;2.2;1.5;-18.0
3357;-2.5;2.4;-1.5;10.6
3358;0.1;3.3;0.5;8.1
3359;3.9;2.5;1.8;-7.3
3360;0.8;2.7;-0.3;-0.6
3361;-1.4;2.8;2.8;-3.8
3362;1.2;2.4;0.4;-15.9
3363;1.8;3.0;-0.1;9.4
3364;-1.1;3.0;-0.3;6.8
3365;2.3;2.0;2.0;-15.0
3366;-1.3;2.8;-0.9;-2.7
3367;2.0;2.9;1.4;-5.0
3368;-4.3;2.2;0.7;-5.1
3369;0.5;3.3;0.1;-1.9
3370;-2.3;3.7;1.1;33.6
3371;0.1;2.1;1.0;-9.2
3372;2.9;2.5;2.2;-5.1
3373;2.3;2.5;1.1;-9.5
3374;1.1;2.6;0.9;-13.3
3375;0.5;2.6;1.3;3.5
3376;0.5;2.6;-0.2;-2.7
3377;3.3;2.9;2.3;-3.2
3378;2.4;2.7;0.5;8.9
3379;1.8;2.5;0.4;-7.0
3380;1.7;2.8;2.0;-10.7
3381;-1.4;2.9;0.8;8.4
3382;-1.2;2.7;0.9;2.1
3383;3.3;3.1;0.9;1.7
3384;0.3;2.6;2.5;-3.5
3385;3.0;3.1;1.7;10.0
3386;-0.4;2.8;1.2;14.1
3387;-2.1;1.8;0.1;-4.7
3388;0.0;2.9;1.1;8.4
3389;-1.0;3.2;0.9;4.9
3390;2.9;3.0;1.4;14.0
3391;0.9;2.5;1.4;-2.9
3392;-0.6;2.2;0.0;-9.5
3393;0.6;2.5;1.0;-9.8
3394;-2.1;1.9;1.3;-6.3
3395;0.5;2.6;0.4;-5.6
3396;2.6;2.3;3.1;-13.2
3397;-2.3;2.5;0.4;8.7
3398;1.2;2.3;1.2;1.3
3399;2.1;1.8;1.0;-26.9
3400;-2.5;1.7;1.1;-9.9
3401;-0.9;2.6;1.4;1.4
3402;-1.1;2.1;-1.3;-6.3
3403;0.1;3.3;-0.6;19.3
3404;1.6;2.7;2.7;-7.7
3405;-0.8;3.1;-0.5;6.7
3406;-2.4;2.5;0.6;0.6
3407;0.0;2.6;-0.5;4.5
3408;-3.2;2.0;2.2;3.2
3409;-4.1;2.5;-0.3;9.4
3410;0.0;3.2;-0.2;0.5
3411;2.0;2.3;4.3;-14.1
3412;-2.3;2.0;1.6;-15.2
3413;1.0;2.8;-0.5;6.1
3414;0.0;2.2;2.4;-0.4
3415;0.3;2.5;0.7;-5.0
3416;-0.7;2.9;2.6;-8.9
3417;0.8;3.1;2.4;7.9
3418;1.5;2.9;1.5;1.3
3419;0.4;1.9;1.8;-13.9
3420;0.7;2.5;-0.1;-7.4
3421;0.2;2.7;0.4;0.9
3422;0.2;2.9;0.4;3.3
3423;4.6;3.5;1.2;4.6
3424;1.4;2.6;2.0;-4.9
3425;1.1;3.2;0.8;10.6
3426;-0.8;2.3;2.2;-10.1
3427;-2.3;2.2;-0.2;2.6
3428;0.7;2.6;0.1;-4.0
3429;1.0;3.2;1.0;10.3
3430;0.4;2.0;2.0;-15.0
3431;1.1;2.1;0.7;-13.0
3432;-0.7;1.8;2.9;-15.9
3433;1.4;2.8;1.3;1.3
3434;-1.2;2.4;-1.0;-2.9
3435;1.6;2.9;2.6;1.9
3436;1.3;2.7;1.1;7.3
3437;1.9;2.7;1.7;-0.9
3438;1.1;2.6;1.2;3.4
3439;-0.4;2.5;0.1;0.6
3440;1.2;2.0;2.5;-16.3
3441;2.3;2.7;-1.6;-16.0
3442;5.7;3.0;1.6;5.1
3443;-4.5;2.6;-2.3;10.2
3444;-0.2;2.6;2.3;-0.7
3445;-1.2;2.8;1.1;4.8
3446;-2.6;2.4;1.8;0.5
3447;2.5;2.7;2.1;-4.5
3448;-2.5;2.7;4.0;8.9
3449;0.1;2.7;-0.3;-9.2
3450;2.3;3.6;2.3;11.5
3451;-2.6;2.6;3.3;-1.5
3452;-0.8;2.1;1.2;-2.7
3453;2.4;2.3;2.0;-20.3
3454;0.5;2.4;1.3;-1.9
3455;0.2;2.3;1.7;-6.6
3456;-0.5;1.8;2.4;-20.8
3457;4.3;2.7;2.9;0.6
3458;-1.5;2.3;0.7;-6.3
3459;5.3;3.1;2.2;12.5
3460;-1.1;3.0;-0.4;2.1
3461;3.9;2.8;0.2;-8.4
3462;2.6;2.7;1.3;-13.2
3463;-0.1;3.2;-0.9;9.3
3464;-2.1;1.8;0.6;-15.9
3465;-0.2;2.5;2.0;-7.6
3466;0.4;2.0;1.6;-4.1
3467;3.1;3.6;0.5;9.5
3468;-0.7;2.5;1.2;-3.0
3469;1.2;2.9;4.4;3.0
3470;-0.4;2.8;0.9;1.2
3471;1.1;2.6;3.5;8.9
3472;-2.5;2.3;0.8;-2.6
3473;4.8;2.6;1.4;-10.4
3474;2.3;2.3;2.2;-10.0
3475;-5.8;1.8;0.9;2.5
3476;-0.1;2.7;2.2;-6.1
3477;-1.1;2.2;1.9;-17.2
3478;0.7;2.6;2.7;0.2
3479;0.2;1.3;1.1;-20.5
3480;1.2;2.9;1.1;9.3
3481;0.1;2.3;0.7;-9.8
3482;-3.5;2.8;0.4;-3.0
3483;3.0;3.2;2.6;-4.1
3484;1.4;2.0;1.6;-7.7
3485;1.3;3.3;1.8;5.0
3486;-1.6;2.7;-0.3;10.7
3487;0.1;3.0;1.2;-5.3
3488;1.8;2.7;1.8;-4.9
3489;1.1;2.9;2.5;1.3
3490;-1.5;2.3;1.5;-5.9
3491;5.5;2.6;1.8;-14.0
3492;-0.3;2.6;2.5;2.0
3493;-2.1;2.8;-1.2;0.7
3494;-0.7;2.6;0.1;-9.5
3495;-2.8;2.9;-0.1;15.5
3496;-1.7;2.8;1.8;0.0
3497;-2.3;2.1;1.1;-10.8
3498;-1.0;2.3;2.8;-0.5
3499;-1.0;2.4;0.3;-12.3
3500;1.7;2.8;1.2;-10.1
3501;-1.9;2.9;-1.6;14.6
3502;-0.8;2.2;2.6;1.0
